,Name,Age,Status,Family_size,Location,Budget,Age category,LD_CD,Model
1951,CUS5078,27,Married,5,Nebraska,70000,20-40,LD,AMG GLE43 SUV
1952,CUS5083,35,Married,3,Nevada,30000,20-40,LD,CLA250 4MATIC Coupe
1953,CUS5084,47,Single,6,American Samoa,70000,40-60,CD,GLS450 SUV
1954,CUS5085,30,Married,3,Connecticut,70000,20-40,CD,2016 CLS400 Coupe
1955,CUS5086,29,Single,5,Nevada,120000,20-40,LD,AMG GLS63 SUV
1956,CUS5087,37,Married,5,New Mexico,90000,20-40,LD,GLS550 SUV
1957,CUS5092,63,Married,4,Guam,50000,>60,LD,E300 4MATIC Sedan
1958,CUS5094,19,Single,6,Arkansas,120000,<20,CD,AMG GLS63 SUV
1959,CUS5098,34,Married,4,Ohio,40000,20-40,LD,C300 4MATIC SEDAN
1960,CUS5099,33,Married,4,Virginia,40000,20-40,LD,C300 4MATIC SEDAN
1961,CUS5104,22,Married,6,Idaho,30000,20-40,LD,GLA 4MATIC SUV
1962,CUS5106,34,Married,5,New Mexico,30000,20-40,LD,GLA 4MATIC SUV
1963,CUS5107,37,Single,6,Maryland,50000,20-40,LD,GLE 350e 4MATIC SUV
1964,CUS5108,50,Married,5,Indiana,40000,40-60,LD,GLC300 4MATIC SUV
1965,CUS5110,49,Single,5,Vermont,40000,40-60,LD,GLC300 4MATIC SUV
1966,CUS5120,46,Single,6,California,110000,40-60,CD,AMG GLE63 S SUV
1967,CUS5121,20,Single,6,Vermont,40000,20-40,LD,GLC300 4MATIC SUV
1968,CUS5124,65,Single,5,Connecticut,140000,>60,CD,AMG G63 SUV
1969,CUS5125,32,Married,5,New York,40000,20-40,LD,GLC300 4MATIC SUV
1970,CUS5128,29,Single,4,Arizona,100000,20-40,CD,S550 Sedan
1971,CUS5131,32,Single,4,Washington,230000,20-40,LD,AMG S65 Sedan
1972,CUS5132,27,Married,6,Northern Mariana Islands,100000,20-40,LD,AMG GLE63 SUV
1973,CUS5135,53,Single,5,Guam,140000,40-60,LD,AMG G63 SUV
1974,CUS5136,39,Single,5,Connecticut,220000,20-40,CD,AMG G65 SUV
1975,CUS5137,31,Single,5,Montana,120000,20-40,LD,AMG GLS63 SUV
1976,CUS5143,51,Married,6,Nevada,40000,40-60,LD,GLC300 4MATIC SUV
1977,CUS5146,44,Married,2,Maine,130000,40-60,LD,S550 Cabriolet
1978,CUS5149,33,Married,3,Mississippi,50000,20-40,LD,GLC300 4MATIC Coupe
1979,CUS5151,25,Single,6,Colorado,120000,20-40,CD,AMG GLS63 SUV
1980,CUS5152,31,Single,5,Arkansas,110000,20-40,CD,AMG GLE63 S SUV
1981,CUS5156,28,Married,5,Washington,50000,20-40,LD,GLE 350e 4MATIC SUV
1982,CUS5157,44,Single,4,Puerto Rico,40000,40-60,LD,C300 4MATIC SEDAN
1983,CUS5158,47,Married,3,American Samoa,80000,40-60,CD,AMG C63 S Coupe
1984,CUS5160,46,Married,4,New Hampshire,230000,40-60,LD,AMG S65 Sedan
1985,CUS5163,64,Single,3,Florida,160000,>60,LD,AMG S63 Coupe
1986,CUS5165,19,Married,6,Wisconsin,220000,<20,LD,AMG G65 SUV
1987,CUS5166,40,Married,5,Wyoming,50000,40-60,LD,GLE 350e 4MATIC SUV
1988,CUS5167,55,Single,5,Indiana,40000,40-60,LD,GLC300 4MATIC SUV
1989,CUS5168,64,Single,5,Massachusetts,50000,>60,LD,GLE 350e 4MATIC SUV
1990,CUS5169,59,Married,2,Wisconsin,250000,40-60,LD,AMG S65 Cabriolet
1991,CUS5174,57,Single,3,Indiana,60000,40-60,LD,E550 Coupe
1992,CUS5175,50,Single,4,Arkansas,190000,40-60,CD,Mercedes-Maybach S600 Sedan
1993,CUS5177,44,Married,5,Massachusetts,110000,40-60,LD,AMG GLE63 S SUV
1994,CUS5179,24,Single,3,New York,60000,20-40,LD,AMG GLC43 Coupe
1995,CUS5183,50,Married,6,Iowa,100000,40-60,LD,AMG GLE63 SUV
1996,CUS5184,25,Single,3,Arizona,40000,20-40,CD,C300 Coupe
1997,CUS5187,49,Single,5,Arkansas,140000,40-60,CD,AMG G63 SUV
1998,CUS5188,63,Single,6,Louisiana,120000,>60,LD,G550 SUV
1999,CUS5190,50,Single,3,Pennsylvania,60000,40-60,LD,E550 Coupe
2000,CUS5193,37,Married,5,Texas,40000,20-40,LD,GLC300 4MATIC SUV
2001,CUS5195,33,Single,6,Oregon,220000,20-40,LD,AMG G65 SUV
2002,CUS5199,49,Single,4,Alaska,50000,40-60,CD,E300 Sedan
2003,CUS5200,30,Married,3,Massachusetts,40000,20-40,LD,C300 4MATIC Coupe
2004,CUS5202,50,Married,5,Ohio,70000,40-60,LD,GLS450 SUV
2005,CUS5203,24,Single,4,Indiana,140000,20-40,LD,AMG S63 Sedan
2006,CUS5205,36,Single,4,Northern Mariana Islands,60000,20-40,LD,E400 4MATIC WAGON
2007,CUS5206,22,Married,6,Connecticut,100000,20-40,CD,AMG GLE63 SUV
2008,CUS5208,55,Single,4,American Samoa,100000,40-60,CD,S550 Sedan
2009,CUS5209,38,Married,6,Ohio,140000,20-40,LD,AMG G63 SUV
2010,CUS5210,41,Single,6,Texas,110000,40-60,LD,AMG GLE63 S SUV
2011,CUS5212,57,Married,2,Connecticut,80000,40-60,CD,AMG C63 S Cabriolet
2012,CUS5214,26,Single,4,Delaware,70000,20-40,CD,AMG C63 S Sedan
2013,CUS5216,31,Married,3,South Dakota,70000,20-40,LD,2016 CLS400 4MATIC Coupe
2014,CUS5217,50,Single,5,South Carolina,90000,40-60,LD,GLS550 SUV
2015,CUS5218,51,Married,3,New York,60000,40-60,LD,E400 Cabriolet
2016,CUS5221,20,Single,4,Puerto Rico,190000,20-40,LD,Mercedes-Maybach S600 Sedan
2017,CUS5224,50,Married,3,Indiana,80000,40-60,LD,2016 CLS550 4MATIC Coupe
2018,CUS5230,48,Single,6,Michigan,140000,40-60,LD,AMG G63 SUV
2019,CUS5232,55,Married,6,Washington,30000,40-60,LD,GLA 4MATIC SUV
2020,CUS5233,21,Married,4,Nebraska,100000,20-40,LD,S550 4MATIC Sedan
2021,CUS5239,31,Single,5,Northern Mariana Islands,90000,20-40,LD,GLS550 SUV
2022,CUS5243,20,Single,6,United States Virgin Islands,70000,20-40,LD,AMG GLE43 SUV
2023,CUS5244,31,Single,2,Virginia,150000,20-40,LD,AMG SL63Roadster
2024,CUS5246,54,Single,6,California,50000,40-60,CD,GLE 350 SUV
2025,CUS5247,27,Married,2,District of Columbia,60000,20-40,CD,AMG C43 Cabriolet
2026,CUS5254,61,Married,6,Wisconsin,100000,>60,LD,AMG GLE63 SUV
2027,CUS5256,27,Single,6,Minnesota,90000,20-40,LD,GLS550 SUV
2028,CUS5257,32,Single,6,Kansas,30000,20-40,LD,GLA 4MATIC SUV
2029,CUS5260,35,Single,6,Colorado,90000,20-40,CD,GLS550 SUV
2030,CUS5261,39,Single,5,Texas,30000,20-40,LD,GLA 4MATIC SUV
2031,CUS5262,26,Married,5,Nebraska,50000,20-40,LD,GLE 350e 4MATIC SUV
2032,CUS5263,45,Married,3,Washington,50000,40-60,LD,GLC300 4MATIC Coupe
2033,CUS5264,31,Married,5,Oklahoma,220000,20-40,LD,AMG G65 SUV
2034,CUS5265,25,Single,4,Colorado,50000.00,20-40,ED,C350e Plug-in Hybrid Sedan
2035,CUS5266,35,Married,3,Texas,100000.00,20-40,ED,S550e Plug-in Hybrid
2036,CUS5267,21,Married,4,Nebraska,70000.00,20-40,ED,GLE550e 4MATIC Plug-in Hybrid SUV
